Date,AUD,BRL,CAD,CNY,EUR,INR,JPY,KRW,MXN,NZD,NOK,RUB,SGD,ZAR,SEK,CHF,GBP,USD
1/4/10,0.572444,0.366684,0.614932,0.0934632,0.918271,0.0137213,0.00685842,0.000546571,0.0493845,,0.111589,,0.454606,0.0872421,0.0893491,0.61743,1.03531,0.638176
1/5/10,0.582631,0.370207,0.61506,0.0934327,0.921313,0.0138082,0.00695302,0.000551756,0.0497454,0.468503,0.112191,,0.456683,0.087569,0.0903918,0.618939,1.0216,0.63794
1/6/10,0.584402,0.371409,0.618859,0.0936668,0.917724,0.0138666,0.00698176,0.000558882,0.0501635,0.469606,0.112082,,0.457919,0.0871887,,0.618799,1.02222,0.639529
1/7/10,0.59085,0.369605,0.618769,0.0938087,0.916154,0.0139631,0.00694672,0.00056272,0.0501769,0.472552,0.111753,,0.459395,0.086611,0.090051,0.618829,1.01914,0.640488
1/8/10,0.586663,0.368217,0.619569,0.0938622,0.914731,0.0139931,0.00686905,0.000565551,0.0503668,0.469446,0.11197,,0.458362,0.0860822,0.0899799,0.618373,1.02586,0.640882
1/11/10,0.591801,0.366415,0.616197,0.0931131,0.923589,0.0140152,,0.000561153,0.0501792,0.470122,0.113471,0.0216027,0.458019,0.0869672,0.0903989,0.625472,1.02836,0.63573
1/12/10,0.58979,0.367368,0.613107,0.0931684,0.921134,0.014011,0.00689537,0.000568046,0.049972,0.472112,0.112574,0.0216526,0.457295,0.0850967,0.090419,0.624237,1.02673,0.636098
1/13/10,0.585801,0.363789,0.614339,0.0928802,0.92347,0.0138818,0.00695919,0.000564064,0.0496579,0.468298,0.112915,0.0213934,0.456301,0.0860993,0.0898188,0.623951,1.03216,0.634121
1/14/10,0.590767,0.364522,0.619342,0.0930846,0.920595,0.0139733,0.00692651,0.000564193,0.0498969,0.470148,0.112763,0.0215939,0.458386,0.0854176,0.0905281,0.622253,1.03397,0.635507
1/15/10,0.590093,0.360785,0.618669,0.0932204,0.914797,0.0139353,0.006986,0.000567173,0.050158,0.472673,0.112341,0.0215297,0.458321,0.0858294,0.0901452,0.620056,1.03661,0.636425
1/18/10,0.586765,0.359334,0.620553,,0.914054,0.0139319,0.00699812,,0.0502218,0.467046,0.112244,0.0214935,0.457482,0.0860797,0.0903592,0.620069,1.03924,0.636129
1/19/10,0.588982,0.35998,0.617383,0.0933987,0.910476,0.013977,0.00704567,0.000565829,0.0504145,0.471211,0.111736,0.0216012,0.459456,0.0858765,0.0907017,0.617084,1.04176,0.637633
1/20/10,0.587531,0.36103,0.611215,0.0938044,0.905057,0.0139376,0.00702612,0.000569626,0.050274,0.470781,0.111275,0.0215676,0.459519,0.0855619,0.089822,0.614146,1.0423,0.640431
1/21/10,0.587522,0.360352,0.61322,0.0941944,0.904433,0.0139892,0.0070244,0.000567945,0.0503511,0.464242,0.111035,0.0216173,0.459543,0.0854029,0.0892862,0.613923,1.03877,0.643084
1/22/10,0.578436,0.358001,0.606439,0.0938381,0.905547,0.0138757,0.0071222,0.000562707,0.0495041,0.454984,0.110494,0.0215372,0.456135,0.0845174,0.0890399,0.614643,1.03637,0.640642
1/25/10,0.580317,0.351995,0.604698,0.0937295,0.90551,0.0138565,0.0071028,0.000556379,0.049597,0.455474,0.1104,0.0212627,0.456511,0.0844741,0.0884133,0.616109,1.0333,0.639891
1/26/10,,0.352476,0.604386,0.093895,0.902865,,0.00709084,0.000557838,0.0498652,0.457683,0.109433,0.021146,0.457474,0.0839021,0.0879303,0.61335,1.03312,0.641012
1/27/10,0.577788,0.34891,0.601073,0.0938279,0.9014,0.013838,0.0071812,0.000556431,0.0495428,0.453198,0.109667,0.0211462,0.456925,0.0844513,0.0877183,0.612803,1.03938,0.640563
1/28/10,0.578834,0.347168,0.603622,0.0941007,0.899345,0.0138725,0.00711366,0.00055411,0.0494276,0.453688,0.109957,0.0211584,0.458032,0.084922,0.0882769,0.610796,1.04357,0.642435
1/29/10,0.573224,0.34682,0.604151,0.0942465,0.898602,0.0138758,0.00716106,0.000556352,0.0494566,0.453483,0.109425,0.0211435,0.458081,0.0851649,0.0877492,0.612899,1.03835,0.643421
2/1/10,0.570056,0.344459,0.605949,0.0945522,0.898108,0.01393,0.00715651,0.000557489,,0.452249,0.109571,0.0212344,0.457457,0.0850484,0.0879451,0.609266,1.02502,0.645517
2/2/10,0.567544,0.343613,0.607891,0.0944457,0.898644,0.0139414,0.00709965,0.000552141,0.0501006,0.456834,0.110351,0.0213627,0.456747,0.0863751,0.0885701,0.610597,1.0278,0.64479
2/3/10,0.569513,0.350635,0.606645,0.0942727,0.899996,0.0139789,0.00711936,0.000554771,0.0497384,0.458944,0.110213,0.0215407,0.456544,0.08633,0.0892635,0.611603,1.02846,0.64359
2/4/10,0.569919,0.353139,0.603007,0.09481,0.896272,0.0140436,0.00712066,0.000561767,0.0495281,0.454447,0.109716,0.0215717,0.45834,0.0855044,0.0886365,0.609767,1.02385,0.647268
2/5/10,0.562783,0.346791,0.604887,0.095023,0.888191,0.0139334,0.00723476,0.000562508,0.0492392,0.44562,0.108059,0.0212935,0.456763,0.0842521,0.0867301,0.605112,1.01989,0.648741
2/8/10,0.56292,0.346691,0.607812,0.0951874,0.888701,0.0138832,0.00726927,0.000554973,0.0493674,0.447308,0.108769,0.0212963,0.457142,0.0836387,0.087791,0.605321,1.01185,0.649873
2/9/10,0.563458,0.346809,0.607385,0.0951055,0.89343,0.0139095,0.00726443,0.000553722,0.0496266,0.443014,0.109597,0.021377,0.456703,0.0844337,0.087891,,1.01154,0.649295
2/10/10,0.566853,0.349346,0.607027,0.0948832,0.890019,0.0139123,0.00721334,0.000555253,0.0495982,0.450904,0.10973,0.0214162,0.456586,0.0843435,0.0883106,0.60891,1.01426,0.647758
2/11/10,0.576345,0.351068,0.616363,0.095005,0.889748,0.0139604,,0.000560151,0.0496596,0.449285,0.10988,0.0215306,0.459218,0.084453,0.0892465,0.607416,1.01395,0.648599
2/12/10,0.580004,0.352509,0.619526,0.0955665,0.885468,,0.00727501,0.000563843,0.0502777,0.455587,0.109819,0.0216324,0.461925,0.0848404,0.0900204,0.603369,1.01876,0.652423
2/15/10,0.577337,0.34862,0.620796,,0.885263,0.0140275,0.00721519,,0.05027,0.452618,0.109929,0.0215281,,0.0844927,0.0896444,,1.02176,0.650594
2/16/10,0.581111,0.348425,0.623663,,0.8875,0.0140804,0.00724088,0.000563019,0.0505297,0.452951,0.110222,0.0215897,,0.0843361,0.0901221,0.605148,1.02073,0.650231
2/17/10,0.585308,0.347866,0.620935,,0.891075,0.0141066,0.00718764,0.000563091,0.0504102,0.458976,0.111301,0.0216569,0.462549,0.0854757,0.0907321,0.607342,1.02357,0.649188
2/18/10,0.584726,0.356751,0.624792,,0.88597,0.0141288,0.00716988,0.000571482,0.0508426,0.458952,,0.0216855,0.463341,0.0855875,0.0901668,0.60438,1.01834,0.653033
2/19/10,0.584334,0.359235,0.629455,,0.8867,0.0141143,0.00713702,0.000571583,0.051107,0.457813,0.109396,0.0217536,0.46402,0.0851255,0.0898175,0.604119,1.00902,0.655892
2/22/10,0.588677,0.360733,0.626405,0.0956797,0.890071,0.0141511,0.00712806,,0.0510256,0.457838,0.110774,0.0216648,0.464096,0.0847781,0.0905671,0.606401,1.01065,0.653215
2/23/10,0.589173,0.362478,0.621696,0.0957724,0.887716,0.0141738,0.00717715,0.000568901,0.0508491,0.458602,0.110674,,,0.0850244,0.0916381,0.604678,1.00737,0.653838
2/24/10,0.583097,0.359206,0.618923,0.095643,0.88457,0.0141181,0.00723666,0.000568536,0.0507989,0.452112,0.110171,0.0217431,0.463226,0.0840907,0.0902819,0.604428,1.00876,0.652964
2/25/10,0.580829,0.359366,0.612521,0.0957765,0.882,0.0141041,0.00729354,0.000565579,0.0508833,0.45326,0.109694,0.0217577,0.463176,0.083829,0.0904379,0.603031,1.00081,0.653866
2/26/10,0.580654,0.355466,0.619887,0.0955768,0.885433,0.0141141,0.00731085,0.000563271,0.0510682,0.451199,0.110081,0.0217217,0.463188,0.0845746,0.0909081,0.605674,0.99329,0.652493
3/1/10,0.587481,0.361604,0.628131,0.0958845,0.885313,,0.00735478,,0.0513577,0.457679,0.109881,0.0218702,0.465956,0.085065,0.0914211,0.605471,0.973746,0.654575
3/2/10,0.587942,0.363573,0.633489,0.0958196,0.88623,0.0142143,0.00732521,0.000567535,0.0514023,0.457637,0.110112,0.0218208,0.465084,0.0862414,0.0907269,0.605238,0.979249,0.654141
3/3/10,0.589683,0.365176,0.633404,0.0954477,0.888824,0.0141957,0.00734592,0.000568324,0.0513462,0.453437,0.110078,0.0218549,0.465018,0.0864168,0.0904662,0.607763,0.980763,0.651583
3/4/10,0.586873,0.364706,0.631063,0.0952996,0.88919,0.0141982,0.00735515,0.000568376,0.0511521,0.451816,0.110452,0.0218151,0.464754,0.0873239,0.090956,0.607946,0.980398,0.650563
3/5/10,0.588395,0.36536,0.6351,0.0956939,0.887263,0.0142696,0.00731948,0.000572988,0.0516182,0.44827,0.110233,0.0218947,0.465985,0.0877453,0.0913656,0.606277,0.982378,0.653264
3/8/10,0.594947,0.366483,0.634773,0.0956445,0.892029,0.0143722,0.00722025,0.000576485,0.0515667,0.455417,0.110825,,0.466576,0.0885325,0.0920588,0.609131,0.986964,0.652927
3/9/10,0.595167,0.367303,0.638436,0.0958707,0.887253,0.0143711,0.00727179,0.000576872,0.0517058,0.458712,0.11034,0.0219988,0.467305,0.0879652,0.0916612,0.606656,0.978943,0.654461
3/10/10,0.599088,0.365641,0.63865,0.0958293,0.890324,0.0144058,0.00726693,0.000578501,0.0519066,0.459946,0.111117,0.0220074,0.467564,0.0885208,0.0914282,0.608982,0.977132,0.654169
3/11/10,0.597413,0.368991,0.636542,0.0957195,0.892362,0.0143701,0.00722399,0.000576403,0.051779,0.458759,0.111386,0.0221349,0.466955,0.0879421,0.091482,0.610606,0.982271,0.65341
3/12/10,0.595792,0.367825,0.638558,0.0952945,0.895412,0.0143124,0.00717752,0.00057653,0.0518214,0.455544,0.111467,0.0221336,0.46554,,0.0918784,0.613736,0.986222,0.650499
3/15/10,0.595998,0.369969,0.638366,0.0955478,0.893866,0.0143093,0.00719095,0.000576624,,0.45838,0.111517,0.0222332,0.466604,0.0881377,0.0921539,0.615708,0.981133,0.652219
3/16/10,0.596635,0.369652,0.64241,0.0955009,0.894627,,0.00722347,0.000574934,0.0520477,0.457712,0.111626,0.0221558,0.466756,0.0883358,0.0917225,0.615714,0.986808,0.651918
3/17/10,0.597332,0.368134,0.642788,0.0952288,0.89421,0.0143152,0.00718844,0.000573389,0.0520491,0.463551,0.111637,0.0222676,0.466254,0.0892314,0.0918475,0.617039,0.996723,0.650051
3/18/10,0.600904,0.369635,0.642805,0.0954763,0.890277,0.0143271,0.0072279,0.000577016,0.0522525,0.465668,0.111298,0.0223028,0.467801,0.0892795,0.091633,0.615313,0.995403,0.65174
3/19/10,0.602948,0.366766,0.644324,0.0958515,0.886461,0.0143868,0.00723315,0.000578371,,,0.111183,0.0223646,0.468838,0.089509,0.0920592,0.618032,0.991608,0.654311
3/22/10,0.599954,0.365567,0.643624,0.0961042,0.88376,0.0144218,,0.000579086,0.0520457,0.463759,0.109859,0.022361,0.468638,,0.0911491,0.616932,0.982888,0.656046
3/23/10,0.60216,0.364129,0.644757,0.0961332,0.887163,0.0144037,0.00726726,0.000577417,0.0523797,0.463629,0.110316,0.0222673,0.468873,0.0893443,0.0908597,0.617748,0.98376,0.656234
3/24/10,0.605301,0.37053,0.642572,0.0966438,0.879947,,0.00729385,0.000581618,0.0526179,0.465505,,0.0223059,0.470596,0.0894548,0.0915337,0.616569,0.986823,0.659729
3/25/10,0.601872,0.36897,0.648124,0.0967259,0.881909,0.0144709,0.00719134,0.000581514,0.0528209,0.463801,,0.0222647,0.469436,0.0897159,0.0910771,0.61792,0.986568,0.660309
3/26/10,0.601272,0.366996,0.642288,0.0967647,0.88209,0.0145698,0.00714155,0.000578858,0.0526679,0.465454,0.108926,0.0223822,0.469672,0.0887894,0.0913052,0.618417,0.982236,0.660593
3/29/10,0.597983,0.361316,0.645327,0.0964502,0.886967,0.0146057,0.00710661,0.000579856,0.0528263,0.463533,0.10995,0.022221,0.469567,0.0889766,0.090943,0.619988,0.985731,0.658427
3/30/10,0.604656,0.364473,0.645949,0.0964041,0.887241,0.0146438,0.00713922,0.000582332,0.05301,0.46672,0.110341,0.0224117,0.470806,0.0894756,0.0911486,0.619149,0.992733,0.658093
3/31/10,0.603264,0.367063,0.64854,0.0964881,0.887804,0.0145914,0.00706335,0.000582212,,0.467515,0.110095,0.0223307,0.46953,0.0897965,0.0907554,0.621257,0.997865,0.658657
4/1/10,0.602991,0.369621,0.653102,0.0963947,0.886194,,0.00704497,0.000581015,,0.467641,,0.022351,0.47037,0.0905712,0.0911673,0.625297,1.00227,0.658
4/2/10,,0.372608,,0.09658,,,0.00703205,0.000584291,,,,0.0225622,,,,,,0.659255
4/5/10,,0.372311,,,,0.0147268,0.00697806,0.000585901,0.0537045,,,0.0225517,0.471126,,,,,0.658729
4/6/10,0.608987,0.375832,0.660083,0.096711,0.884336,0.0148515,0.00701838,0.000586747,0.05391,0.464745,0.110371,0.0225757,0.472311,0.0909296,0.0917192,0.618001,1.00191,0.660149
4/7/10,0.612777,0.375813,0.65934,0.0968836,0.882198,0.0148878,0.00705406,0.000588833,0.0541097,0.467155,0.110759,0.0225752,0.473723,0.0910279,0.0917541,0.616326,1.00223,0.661318
4/8/10,0.612846,0.374278,0.659431,0.0968004,0.878533,0.0147852,0.00707668,0.000588222,0.0539441,0.466952,0.110501,0.0224743,0.473012,0.0900818,0.0906068,0.614137,1.00579,0.66075
4/9/10,0.611563,0.370473,0.65576,0.0965964,0.882497,0.0148674,0.00704828,0.000589668,0.0540478,0.466436,0.111195,0.0224862,0.472766,0.0904481,0.0913567,0.615885,1.01272,0.659367
4/12/10,0.611254,0.369959,0.654659,0.0960519,0.890688,0.0147833,0.00703855,0.000586022,0.0538258,0.471668,0.111218,0.022653,0.472194,0.0906207,0.0915061,0.618588,1.0112,0.655641
4/13/10,0.60583,0.372187,0.653405,0.0959911,0.890006,0.0146848,0.00706301,0.000588711,0.0536541,0.467052,0.111334,0.0225714,0.470208,0.0900667,0.0911949,0.619725,1.0105,0.655235
4/14/10,0.611066,0.372877,0.657935,0.0960093,0.892285,,0.00702884,0.000585099,0.0537951,0.46505,0.111598,0.0225644,0.475663,0.0895925,0.0915959,0.621085,1.01058,0.655369
4/15/10,0.613032,0.376351,0.655363,0.0961443,0.888867,0.0147878,0.00702656,0.000588224,0.0538226,0.469635,0.11178,0.0226844,0.477956,0.0891081,0.0919483,0.618783,1.01146,0.656281
4/16/10,0.610333,0.375388,0.646423,0.0961003,0.887882,0.0147447,0.00707572,0.000591675,0.0536132,0.466802,0.111612,0.022595,0.475941,0.0889478,0.0916187,0.618858,1.01409,0.65599
4/19/10,0.604781,0.374774,0.644768,0.0963535,0.88346,0.0147473,0.00714223,0.000590844,0.053446,0.465408,0.110667,0.0225273,0.476891,0.0880493,0.0909721,0.615966,1.00172,0.657728
4/20/10,0.608663,0.373489,0.657515,0.0961859,0.885483,0.0147185,0.00709065,0.000587819,0.0537364,0.465853,0.111417,0.0225339,0.476933,0.0883707,0.0914476,0.61867,1.01161,0.656594
4/21/10,0.61478,0.376808,0.660055,0.0965368,0.881279,0.014839,0.00707232,0.000590607,0.0540624,0.468746,0.111617,0.0226533,0.48004,0.0889938,0.0919106,0.615714,1.01374,0.658999
4/22/10,0.611752,0.377257,0.658927,0.0966532,0.880086,0.0148433,0.00710591,0.000594346,0.0539017,0.468249,0.11141,0.0226506,0.480542,0.0883837,0.0918599,0.61421,1.01613,0.659784
4/23/10,0.608903,0.375178,0.659209,0.0968283,0.879842,0.0148403,0.00707697,0.000595217,0.0541914,0.468575,0.111704,0.0225792,0.480999,0.0886044,0.0911395,0.612992,1.01568,0.660989
4/26/10,,0.375203,0.660364,0.0968252,0.880462,0.0149099,0.00701431,0.00059864,0.0543663,0.474568,0.112154,0.0227225,0.483015,0.0900488,0.0923126,0.61376,1.02052,0.660958
4/27/10,0.611535,0.379125,0.649876,0.0968502,0.878627,0.0148733,0.00704743,0.000595549,0.0540669,0.477923,0.112012,0.0227483,0.483345,,0.0921741,0.612828,1.01435,0.661119
4/28/10,0.611479,0.377494,0.655396,0.0972379,0.879183,0.0148831,0.00712598,0.000593354,0.0536617,0.47308,0.111643,0.022593,0.483879,0.0889792,0.090774,0.611164,1.00816,0.663785
4/29/10,0.613318,0.377764,0.659414,0.0971178,0.87884,0.0148749,,0.00059465,0.0541359,0.476016,0.112053,0.0226359,0.483183,0.0902007,0.0908185,0.612222,1.00998,0.662975
4/30/10,0.615439,0.382566,0.654174,0.096943,0.881136,0.0148911,0.00703553,0.000593242,0.0534982,0.479447,0.112325,0.0225945,0.483673,0.0902813,0.0915934,0.614164,1.01435,0.661762
5/3/10,0.614844,0.384262,0.655907,,0.879925,0.0149169,,0.000599636,0.0542144,0.484298,0.112242,,0.484119,0.0900062,0.0911791,0.613641,,0.664696
5/4/10,0.61327,0.384826,0.651937,0.0975638,0.871752,0.0149466,,0.000596898,0.0535868,0.48666,0.111427,0.0227324,0.485897,0.0889211,0.0914547,0.609908,1.01148,0.666019
5/5/10,0.609268,0.381517,0.652177,0.0980745,0.865294,0.0149214,,0.00060004,0.0528705,0.482326,0.1107,0.0225572,0.484006,0.0880375,0.0900807,0.604646,1.0146,0.669525
5/6/10,0.608058,0.376323,0.643755,0.0984176,0.855111,0.0147993,0.00715916,0.000602805,0.0525388,0.487521,0.109834,0.0221766,0.48299,0.0880009,0.0882031,0.604106,1.01253,0.671887
5/7/10,0.59656,0.366246,0.644117,0.0984134,0.856376,0.0147406,0.00731893,0.00059087,0.0520114,0.477772,0.107666,0.0218715,0.479742,0.0872003,0.0865822,0.60743,0.989004,0.671878
5/10/10,0.603253,0.364199,0.651726,0.0978128,0.866015,0.0148523,0.00720343,0.000576299,0.053294,0.478983,0.11006,,0.484444,0.0892725,0.089392,0.608713,1.00217,0.667758
5/11/10,0.603879,0.377978,0.660859,0.0986884,0.855523,0.0149257,0.00726803,0.000594237,0.0538889,0.484962,0.109109,0.0221912,0.488859,0.0888847,0.0891493,0.606268,0.993843,0.673746
5/12/10,0.601448,0.37789,0.660687,0.0987194,0.854995,0.014868,0.00726258,0.000596378,0.0541988,0.4831,0.109804,0.0223132,0.486759,0.0902836,0.0887967,0.607342,1.00455,0.673967
5/13/10,0.608794,0.381506,0.665915,0.0989918,0.850676,0.0150219,0.00725147,0.000593829,0.0547232,0.483021,,0.0226338,0.489666,0.0901717,,,0.998144,0.675837
5/14/10,0.607054,0.382835,0.656156,0.0994138,0.847867,0.0150494,0.00731782,0.000600113,0.0540027,0.483594,0.109741,0.022581,0.491405,0.0901365,0.0890719,0.603851,0.987346,0.678728
5/17/10,0.598218,0.37982,0.655568,0.0999076,0.842349,0.0149195,0.00740227,0.000601994,0.0537415,0.481508,,0.0222199,0.488344,0.0902274,0.0876197,0.59956,0.98191,0.682119
5/18/10,0.595061,0.377343,0.658871,0.0996857,0.845867,0.0149421,0.00735958,0.00059189,0.0541085,0.475273,0.109455,0.0223926,0.488771,0.0901475,0.0883914,0.6021,0.982398,0.680614
5/19/10,0.585574,0.381847,0.650501,0.100179,0.83927,0.0148696,0.00744289,0.000594681,0.0529667,0.471277,0.107571,0.0222836,0.489202,0.0875242,0.0870508,0.59494,0.974224,0.684002
5/20/10,0.565827,,0.638725,0.099714,0.83972,0.0145629,0.00742439,0.000584342,0.0518078,0.46493,0.104378,0.0221387,0.486645,0.0853689,0.0872283,0.592015,0.97459,0.680817
5/21/10,0.561497,,0.639636,0.0990238,0.844916,0.0144003,0.00750383,0.000580289,0.0518724,0.451631,0.103759,0.0217691,0.479194,0.0853117,0.0857989,0.587806,0.970399,0.676095
5/24/10,0.560868,0.362852,,0.0993901,0.838757,0.0145405,0.00751918,0.000575773,0.0523664,0.458466,,0.0219789,0.482444,0.0861722,0.086806,,0.974885,0.678606
5/25/10,0.55738,0.368132,0.632362,0.0998199,0.833071,0.0143789,0.00756448,0.000562343,0.0517042,0.456782,0.102507,0.0216855,0.481226,0.0856231,0.0851152,0.583727,0.975994,0.68156
5/26/10,0.55918,0.361523,0.638223,0.0995564,0.83673,0.0142899,0.00753626,0.000541607,0.0523082,0.454699,0.104887,0.0216807,0.48197,0.0879962,0.0853448,0.589977,0.980026,0.679771
5/27/10,0.565891,0.368323,0.647549,0.0995397,0.832932,,0.00754934,0.000542475,0.0527503,0.453678,0.104299,0.0220109,0.48241,0.0886137,0.0863892,0.590604,0.990275,0.679667
5/28/10,0.578162,0.370237,0.646038,0.0993387,0.839976,0.014574,0.00742908,0.000549567,0.0527475,0.462651,0.105504,0.0222417,,0.0893055,0.086432,0.590215,0.988925,0.678275
6/1/10,0.573143,0.376416,0.652289,0.100109,0.830836,0.0146398,0.00751136,0.000568853,0.0529822,0.465623,0.104613,0.0219997,0.487229,0.0884834,0.0864959,0.583918,0.991398,0.683534
6/2/10,0.566832,0.373864,0.6557,0.0999092,0.8335,0.0144562,0.0074597,0.000567735,0.0530371,0.46157,0.105213,0.0218721,0.482727,0.0915691,0.0873483,0.589722,1.00057,0.68219
6/3/10,0.580029,0.371836,0.65521,0.0999512,0.837251,0.0146704,0.00740203,0.00056991,0.0534664,0.464146,0.106439,0.0220907,0.486677,0.0896803,0.0880603,0.590472,1.00145,0.682467
6/4/10,0.577347,0.372703,0.650494,0.100183,0.824976,0.0146574,0.00737531,0.000569196,0.0531916,0.46776,0.105078,0.0220178,0.487465,0.0883798,0.0875597,0.594731,1.00263,0.68406
6/7/10,0.560857,0.373872,0.652431,0.100708,0.822375,0.0145445,0.00753602,0.000556406,0.0532238,,0.103613,0.0216383,0.484405,0.0886734,0.085265,0.591945,0.997316,0.687662
6/8/10,0.564497,0.369687,0.654667,0.10084,0.822301,0.0146662,0.00750086,0.000557644,0.0532593,0.45336,0.103019,0.0217767,0.4868,0.0885632,0.0853787,0.593859,0.993137,0.688579
6/9/10,0.565431,0.368518,0.661171,0.100654,0.825432,0.0146294,0.00751133,0.000557184,0.0536553,0.458283,0.103782,0.0216603,0.485269,0.0890268,0.0855367,0.598421,0.996085,0.687287
6/10/10,0.574554,0.372097,0.662878,0.100353,0.825344,0.0145853,0.00751334,0.000551616,0.0537674,0.460671,0.104939,0.0217018,0.485006,0.0886439,0.0858668,0.598547,1.00124,0.685217
6/11/10,0.577789,0.37622,0.661817,0.100156,0.829311,0.014606,0.00746893,0.000542097,0.0539539,0.468167,0.105847,0.0217462,0.486868,0.0886397,0.0867011,0.59788,1.00116,0.683855
6/14/10,,0.376237,0.664808,,0.834926,0.0146366,0.00741868,0.000549301,0.0541086,0.471687,0.106801,,0.487399,0.0894525,0.0868593,0.599233,1.00397,0.681628
6/15/10,0.583035,0.377759,0.661739,,0.834521,0.0145687,0.00743634,0.000555753,0.0540311,0.47329,0.106288,0.0216404,0.486875,0.0886454,0.0860407,0.595936,1.00356,0.680797
6/16/10,0.587949,0.378613,0.664423,,0.834962,0.0146732,0.00743526,0.000561651,0.0540287,0.474372,0.105986,0.0218285,0.487984,,0.0873607,0.600373,1.00737,0.680103
6/17/10,0.583552,0.379131,0.65935,0.0993125,0.838305,0.0145823,0.0074269,0.000559931,0.0538476,0.473161,0.106512,0.0217434,0.485345,0.0895741,0.0864617,0.608631,1.00593,0.678076
6/18/10,0.588839,0.380441,0.661777,0.099235,0.838236,0.0146842,0.00745518,0.000557223,0.0540293,0.476776,0.106625,0.0219378,0.487816,0.089977,0.0877626,0.61,1.00403,0.677527
6/21/10,0.598231,0.381711,0.66443,0.0992533,0.839679,0.0148478,0.00746724,0.000578201,0.0543844,0.482895,0.106863,0.0220542,0.492229,0.090899,0.0887269,0.610332,1.00652,0.677652
6/22/10,0.595607,0.385157,0.666595,0.100029,0.833537,0.0147696,0.00747657,0.000575437,0.0542927,0.482116,0.105072,0.0220091,0.492749,0.0899463,0.0879113,0.612001,1.00177,0.679994
6/23/10,0.590055,0.383873,0.650163,0.0996123,0.83244,0.0146487,0.00749591,0.000571267,0.0534225,0.479004,0.104986,0.0219048,0.489275,0.0899112,0.0874765,0.612146,1.01194,0.67838
6/24/10,0.591076,0.378204,0.64895,0.0994104,0.830119,0.0146407,0.00753042,0.000569469,0.0532468,0.482893,0.104051,0.0218277,0.488128,0.0884948,0.0874658,0.6131,1.01433,0.676985
6/25/10,0.58462,0.378648,0.65356,0.0998206,0.833216,0.0145626,0.00755734,0.000557629,0.0533479,0.479909,0.104302,0.0218091,0.486814,0.0887097,,0.61529,1.01011,0.677742
6/28/10,0.591378,0.380273,0.653826,0.0995522,0.833944,0.0146417,0.00756588,0.000561019,0.0533994,0.481145,0.105071,0.0218137,0.488373,0.0893995,0.08749,0.62091,1.01724,0.67586
6/29/10,0.585911,0.380459,0.643843,0.0998368,0.826905,0.0145723,0.00763661,0.00056473,0.0527986,0.477921,0.10456,0.0217308,0.487594,0.0889052,0.0869942,0.623072,1.02051,0.677902
6/30/10,0.576308,0.374242,0.637545,0.0995715,0.82974,0.0145103,0.00763183,0.000558688,0.0526452,0.468525,0.104076,0.021634,0.482538,0.0885052,0.0869965,0.625398,1.01596,0.67618
7/1/10,0.564708,0.374856,,0.0994729,0.832144,,0.00762888,0.000548738,0.0517938,0.462107,0.103436,0.0215173,0.481698,0.0869289,0.0862899,0.631257,1.01068,0.675003
7/2/10,0.566185,0.372375,0.629355,0.0989663,0.840967,0.0143573,0.00761764,0.000544347,0.0513209,0.463644,0.1043,0.0214848,0.481708,0.0868697,0.0873509,0.629651,1.01803,0.6702
7/6/10,0.563416,0.377089,0.637474,0.0987196,0.841812,0.0142996,0.00764823,0.000546927,0.051754,0.459955,0.104333,0.0215098,0.480554,0.0876516,0.0874226,0.630032,1.01675,0.66922
7/7/10,0.566905,0.378615,0.635053,0.0986294,0.840129,0.0141997,0.00764023,0.000544132,0.0518333,0.462482,0.103708,0.0215012,0.480846,0.0872172,0.0873312,0.631812,1.01154,0.66852
7/8/10,0.583273,0.377454,0.639966,0.0986466,0.846331,0.0142691,0.00756659,0.00054715,0.0521327,0.470496,0.104927,0.0216011,0.483201,0.088427,0.088427,0.634439,1.01159,0.668508
7/9/10,0.586219,0.378847,,0.0986579,0.844704,0.0142981,0.0075487,0.00055188,,0.473588,0.105036,0.0217058,0.484656,0.0883008,0.0890359,0.63383,1.01368,0.668437
7/12/10,0.585862,0.381996,0.646437,0.0990781,0.843502,0.0143577,0.00753185,0.000559674,0.0523217,0.475963,0.105227,0.0217256,0.485905,0.0882231,0.0891315,0.630343,1.00701,0.670937
7/13/10,0.584602,0.380096,0.651826,0.098867,0.842548,0.0142838,0.00755566,0.000559781,0.0527244,0.476945,0.105887,0.0217259,0.484734,0.088669,0.0892297,0.631858,1.0106,0.670338
7/14/10,0.588052,0.380832,0.647297,0.0984583,0.847422,0.0143063,0.00749976,0.000553797,0.0524552,0.479047,0.106916,0.0218443,0.484638,0.0884167,0.0901187,0.631309,1.01873,0.667104
7/15/10,0.584957,0.376507,0.638755,0.0980938,0.852417,0.0142169,0.00753398,0.000554117,0.0519971,0.479235,0.107539,0.0217427,0.483271,0.0880712,0.0897969,0.63485,1.02,0.664497
7/16/10,0.578814,0.373811,0.627288,0.0976067,0.859265,0.0141234,0.0075791,0.000548662,0.0512331,0.478677,0.106701,0.0216986,0.480428,0.0874303,0.0904204,0.633359,1.01525,0.660973
7/19/10,0.574376,0.371789,0.626186,0.0975206,0.856704,0.014044,,0.000550487,0.0511908,0.468387,0.10522,0.021626,0.47888,0.0866566,0.0897746,0.633688,1.01043,0.66119
